"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"tran-daniel4/DynoDocs","https://github.com/tran-daniel4/DynoDocs","https://github.com/tran-daniel4/DynoDocs.git","main","AMD AI Hackathon Project","langgraph","23","0","Python","","0","642","2026-04-09T20:44:35Z","2026-05-10T08:31:21Z","2026-05-18T00:05:10Z","","38","2","139","109.74"
"GalaxyXieyu/Awesome-Langgraph-Learn","https://github.com/GalaxyXieyu/Awesome-Langgraph-Learn","https://github.com/GalaxyXieyu/Awesome-Langgraph-Learn.git","main","Runnable LangGraph examples for multi-agent handoff, memory, and async execution patterns.","langgraph","40","8","HTML","agent-workflows,asyncio,langgraph,llm,multi-agent,python,redis","0","39346","2025-07-31T02:09:05Z","2026-06-10T01:41:20Z","2026-06-11T14:19:00Z","MIT","315","2","64","6.1"
"grupa-ai/agent-mcp","https://github.com/grupa-ai/agent-mcp","https://github.com/grupa-ai/agent-mcp.git","main","MCPAgent for Grupa.AI Multi-agent Collaboration Network (MACNET) with Model Context Protocol (MCP) capabilities baked in","camel-ai, langgraph","20","6","Python","agents,aiagent,aiagents,awesome-mcp-servers,mcp,mcp-agent-framework,mcp-client,mcp-server,mcp-server-store,mcp-servers","3","58235","2025-04-05T22:26:19Z","2026-02-17T22:54:17Z","2026-04-04T04:53:28Z","","363","3","58","4.79"
"bytedance/deer-flow","https://github.com/bytedance/deer-flow","https://github.com/bytedance/deer-flow.git","main","An open-source long-horizon SuperAgent harness that researches, codes, and creates. With the help of sandboxes, memories, tools, skill, subagents and message gateway, it handles different levels of tasks that could take minutes to hours.","langgraph","71112","9634","Python","agent,agentic,agentic-framework,agentic-workflow,ai,ai-agents,deep-research,harness,langchain,langgraph,langmanus,llm,multi-agent,nodejs,podcast,python,superagent,typescript","942","38015","2025-05-07T02:50:19Z","2026-06-13T18:47:43Z","2026-06-13T15:27:17Z","MIT","402","269","2278","170.0"
"plurai-ai/intellagent","https://github.com/plurai-ai/intellagent","https://github.com/plurai-ai/intellagent.git","main","A framework for comprehensive diagnosis and optimization of agents using simulated, realistic synthetic interactions","langgraph","1234","154","Python","agent,evaluation,llmops,simulator,synthetic-data","5","14956","2024-10-28T20:53:08Z","2026-06-11T08:23:08Z","2026-05-15T17:41:55Z","Apache-2.0","563","5","298","15.88"
"mceck/shy-sh","https://github.com/mceck/shy-sh","https://github.com/mceck/shy-sh.git","main","Shell copilot - sh shell AI copilot","langgraph","56","2","Python","ai,assistant,bash,cli,copilot,llm,shell","0","3936","2024-07-30T22:08:16Z","2026-06-05T23:24:29Z","2025-09-16T19:28:24Z","MIT","412","4","153","11.14"
"dog-qiuqiu/invincat","https://github.com/dog-qiuqiu/invincat","https://github.com/dog-qiuqiu/invincat.git","main","A native Python agent CLI built on DeepAgents CLI, featuring an independent memory Agent that captures learnings after each task and delivers efficient AI coding assistance through hierarchical memory management.","langgraph","208","22","Python","agent,agent-skills,agentic-ai,agentic-workflow,ai,autonomous-agents,claude-code,cli,code,code-generation,codex,deepseek,gemini-cli,langchain,llm,python,qwen","0","14463","2026-04-16T17:01:27Z","2026-06-10T14:05:09Z","2026-05-26T16:38:09Z","MIT","39","3","363","279.23"
"proactive-agent/langgraphics","https://github.com/proactive-agent/langgraphics","https://github.com/proactive-agent/langgraphics.git","main","Visualize live LangGraph execution and see how your agent thinks as it runs.","langgraph","119","10","TypeScript","animation,deepagents,graph,langfuse,langgraph,langsmith,live,real-time,realtime,studio,tracing,visualization,workflow","1","1538","2026-01-23T14:28:41Z","2026-06-13T17:00:19Z","2026-06-13T04:24:41Z","MIT","140","3","424","90.86"
"dimagi/open-chat-studio","https://github.com/dimagi/open-chat-studio","https://github.com/dimagi/open-chat-studio.git","main","A web based platform for building Chatbots backed by Large Language Models","langgraph","41","39","Python","ai,chatbot","198","32536","2023-09-21T17:09:06Z","2026-06-12T14:36:39Z","2026-06-12T14:56:40Z","BSD-3-Clause","994","44","15904","480.0"
"gyliu513/langX101","https://github.com/gyliu513/langX101","https://github.com/gyliu513/langX101.git","main","langX101","crewai, langgraph, openai-swarm","16","12","Jupyter Notebook","","6","58943","2023-09-07T17:42:50Z","2026-06-06T02:25:22Z","2026-06-06T02:25:19Z","Apache-2.0","1002","7","368","11.02"
"tinyfish-io/agentql-integrations","https://github.com/tinyfish-io/agentql-integrations","https://github.com/tinyfish-io/agentql-integrations.git","main","AgentQL's integrations with workflow automation tools and AI agent frameworks let you extract structured data from web pages using queries or natural language and interact with the web with Playwright. Resilient, fast, and AI-ready.","langgraph","27","11","Jupyter Notebook","agent,ai,aiagent,automation,dify,langchain,playwright,rpa,scraping,web,web-scraping,web-scrapping,webagent,workflow-automation,zapier","2","3035","2025-02-27T21:57:02Z","2026-06-11T00:10:41Z","2026-06-11T00:10:37Z","MIT","468","10","77","4.94"
"tjni/langgraph-checkpoint-mysql","https://github.com/tjni/langgraph-checkpoint-mysql","https://github.com/tjni/langgraph-checkpoint-mysql.git","main","Library with a MySQL implementation of LangGraph checkpoint saver.","langgraph","144","18","Python","","18","806","2024-09-24T05:30:58Z","2026-06-09T07:59:07Z","2026-01-23T11:11:31Z","MIT","486","5","157","9.69"
"sambanova/agents","https://github.com/sambanova/agents","https://github.com/sambanova/agents.git","main","","langgraph","59","13","Python","","2","16008","2025-01-17T15:30:53Z","2026-05-05T21:49:02Z","2026-05-05T21:48:57Z","","473","12","1527","96.85"
"HKUSTDial/DeepEye","https://github.com/HKUSTDial/DeepEye","https://github.com/HKUSTDial/DeepEye.git","master","DeepEye: An Autonomous Data Agent System","langgraph","204","28","Python","agent,data-agent,data-agents,data-science,data-scientist,llm,llm-agent,llm-agents,open-srouce","29","85189","2018-07-10T05:28:41Z","2026-06-13T03:00:45Z","2026-06-04T17:16:39Z","Apache-2.0","2886","10","404","4.2"
"IBM/watsonx-ai-platform-demos","https://github.com/IBM/watsonx-ai-platform-demos","https://github.com/IBM/watsonx-ai-platform-demos.git","main","AI Agents, LLM Fine-tuning, Developer Productivity, Governance, IBM watsonx","langgraph","51","16","Jupyter Notebook","ai,developer,genai,governance,ibm,llm,platform","3","127061","2024-09-23T09:39:20Z","2026-05-06T09:39:50Z","2026-01-07T15:37:50Z","Apache-2.0","471","5","142","9.04"
"sys-intelligence/system-intelligence-benchmark","https://github.com/sys-intelligence/system-intelligence-benchmark","https://github.com/sys-intelligence/system-intelligence-benchmark.git","main","System Intelligence Benchmark","langgraph","54","11","TLA","","30","67854","2025-10-10T19:54:23Z","2026-05-09T08:17:23Z","2026-05-09T08:17:20Z","MIT","210","13","282","40.29"
"red-hat-data-services/agentic-starter-kits","https://github.com/red-hat-data-services/agentic-starter-kits","https://github.com/red-hat-data-services/agentic-starter-kits.git","main","Starter kits for building and deploying AI agents. Run interactively locally or deploy to Red Hat OpenShift (including RHOAI) via LlamaStack.","autogen, langgraph","18","14","Python","","12","3965","2026-02-19T12:59:07Z","2026-06-13T17:57:33Z","2026-06-12T20:45:07Z","Apache-2.0","113","17","561","148.94"
"TeleAI-UAGI/telemem","https://github.com/TeleAI-UAGI/telemem","https://github.com/TeleAI-UAGI/telemem.git","main","TeleMem is a high-performance drop-in replacement for Mem0, featuring semantic deduplication, long-term dialogue memory, and multimodal video reasoning.","langgraph","466","32","Python","agent,agent-memory,ai-agents,character-memory,conversational-ai,faiss,llm,long-term-memory,mcp,mem0,memory,model-context-protocol,multimodal,rag,semantic-search,video-understanding","1","110179","2025-12-05T02:46:21Z","2026-06-12T19:33:41Z","2026-06-12T19:23:34Z","Apache-2.0","189","7","150","23.81"
"FareedKhan-dev/all-agentic-architectures","https://github.com/FareedKhan-dev/all-agentic-architectures","https://github.com/FareedKhan-dev/all-agentic-architectures.git","main","35 production-grade agentic AI architectures (Reflexion, LATS, GraphRAG, MemGPT, Voyager, BrowserAgent, ...) — a Python library and runnable textbook with multi-provider LLM support and a 17-task benchmark leaderboard.","langgraph","3610","637","Jupyter Notebook","agentic-ai,ai-agents,langchain,langgraph,langsmith,llm","3","3299","2025-09-24T11:47:58Z","2026-06-13T15:56:23Z","2026-06-08T06:18:01Z","MIT","256","3","33","3.87"
"ginlix-ai/LangAlpha","https://github.com/ginlix-ai/LangAlpha","https://github.com/ginlix-ai/LangAlpha.git","main","Claude Code for investment","langgraph","1367","224","Python","agent,investment,langchain,langraph,llm,mcp,skills,trading","25","46124","2026-01-18T02:31:54Z","2026-06-13T17:16:28Z","2026-06-13T19:35:52Z","Apache-2.0","146","9","1287","264.45"
"Just-Curieous/Curie","https://github.com/Just-Curieous/Curie","https://github.com/Just-Curieous/Curie.git","main","❓Curie: Automated and Rigorous Scientific Experimentation with AI Agents","langgraph","363","30","Python","ai-agents,ai-for-science,artificial-intelligence,cli,gpt,llm,scientific-experiment,scientific-research","23","23206","2025-02-02T19:55:44Z","2026-06-09T21:41:26Z","2025-09-28T05:36:54Z","Apache-2.0","237","8","337","42.66"
"PangHu1020/scholar-rag","https://github.com/PangHu1020/scholar-rag","https://github.com/PangHu1020/scholar-rag.git","main","A beginner-friendly and extensible Agentic RAG project that demonstrates the full pipeline of document parsing, retrieval, reranking, workflow orchestration, tool calling, and answer generation, designed for both learning and secondary development.","langgraph","59","7","Python","","1","47511","2026-03-29T03:58:15Z","2026-06-11T03:12:50Z","2026-05-19T03:10:58Z","MIT","50","2","46","27.6"
"shenjianan97/persistent-agent-runtime","https://github.com/shenjianan97/persistent-agent-runtime","https://github.com/shenjianan97/persistent-agent-runtime.git","main","Persistent runtime for long-running AI agent tasks with durable checkpoints, lease-based workers, retries, dead letters, and operational visibility","langgraph","198","15","Python","","20","3286","2026-03-05T20:32:31Z","2026-06-11T01:42:25Z","2026-06-08T18:17:25Z","Apache-2.0","94","2","112","35.74"
"googleapis/langchain-google-alloydb-pg-python","https://github.com/googleapis/langchain-google-alloydb-pg-python","https://github.com/googleapis/langchain-google-alloydb-pg-python.git","main","","langgraph","38","23","Python","","11","17898","2023-12-21T22:21:25Z","2026-06-13T14:16:10Z","2026-06-08T17:10:22Z","Apache-2.0","899","23","397","13.25"
"IBM/watsonx-developer-hub","https://github.com/IBM/watsonx-developer-hub","https://github.com/IBM/watsonx-developer-hub.git","main","Examples and guides for building Gen AI applications on the watsonx platform.","langgraph","48","27","Python","agents,ai,autogen,beeai,crewai,genai,langchain,langgraph,llama,llamaindex,llm","12","5261","2025-02-05T11:10:32Z","2026-05-31T18:39:02Z","2026-06-03T10:12:37Z","Apache-2.0","482","17","317","19.73"
"kaikai52125/NeoTutor","https://github.com/kaikai52125/NeoTutor","https://github.com/kaikai52125/NeoTutor.git","main","基于 DeepTutor 理念重构的个人专属 AI 导师 Agent。本项目完全抛弃了原有的执行框架，底层采用 LangChain 与 LangGraph 进行彻底重写。通过构建基于图（Graph）的认知工作流与健壮的状态管理（State Management），实现了更具韧性的多智能体协同、反思纠错机制与 RAG 检索链路，专为打造高度定制化的 1v1 私人学习与效率助理。","langgraph","14","0","Python","","11","66438","2026-02-28T01:20:31Z","2026-06-13T03:58:38Z","2026-06-13T07:39:03Z","","105","2","123","35.14"
"harnexa/nexa-gauge","https://github.com/harnexa/nexa-gauge","https://github.com/harnexa/nexa-gauge.git","main","An graph-eval framework for LLM's ","langgraph","38","13","Python","blue-score,geval,grounding,llm,llm-eval,llm-evaluation-framework,llm-judge,ranking-algorithm,redteam,relevance-scoring,rouge-metric","1","829","2026-03-12T06:26:36Z","2026-06-05T22:48:10Z","2026-06-08T09:30:16Z","MIT","88","2","114","38.86"
"ryantzr1/OpenAlita","https://github.com/ryantzr1/OpenAlita","https://github.com/ryantzr1/OpenAlita.git","main","Open Source Implementation of Alita: Generalist Agent Enabling Scalable Agentic Reasoning with Minimal Predefinition and Maximal Self-Evolution","langgraph","100","15","C++","","8","2000","2025-06-04T17:10:16Z","2026-05-14T11:26:02Z","2025-07-18T07:44:22Z","","43","5","59","41.16"
"ai4protein/VenusFactory2","https://github.com/ai4protein/VenusFactory2","https://github.com/ai4protein/VenusFactory2.git","main","🏭 AI agent platform with skills for protein engineering, the noob-friendly AI tutorial tool for life science professionals.","langgraph","236","33","Python","agent,database,fine-tuning,language-model,life-science,noob-friendly,protein,protein-science,skill,tutorial","11","535424","2024-05-08T07:47:31Z","2026-06-13T07:12:43Z","2026-06-13T07:12:32Z","NOASSERTION","765","12","825","32.35"
"AlephantAI/AIephant-AI-Agent-Gateway","https://github.com/AlephantAI/AIephant-AI-Agent-Gateway","https://github.com/AlephantAI/AIephant-AI-Agent-Gateway.git","main","Alephant is an open-source AI Agent Gateway for routing, tracking, and controlling LLM usage across AI agents, members, and workflows, and for publishing agent capabilities as paid endpoints with x402 and MPP payment rails.","langgraph","85","13","Rust","agent,ai,ai-agent,ai-gateways,claude,cost-optimization,deepseek,hermes,llm,n8n-workflow,observability,openai,openclaw,rate-limiting,skills,x402,x402-agent,x402-gateway,zapier","1","11965","2026-05-09T09:14:23Z","2026-06-12T10:28:42Z","2026-06-12T10:28:39Z","GPL-3.0","34","2","42","37.06"
"FusionBrainLab/gigaevo-core","https://github.com/FusionBrainLab/gigaevo-core","https://github.com/FusionBrainLab/gigaevo-core.git","main","Evolutionary algorithm that uses Large Language Models (LLMs) to automatically improve programs through iterative mutation and selection","langgraph","119","24","Python","evolution,language-model,llm","20","19435","2025-11-17T11:05:28Z","2026-06-05T03:06:24Z","2026-05-26T09:37:57Z","MIT","189","18","1678","266.35"
"microsoft/agent-governance-toolkit","https://github.com/microsoft/agent-governance-toolkit","https://github.com/microsoft/agent-governance-toolkit.git","main","AI Agent Governance Toolkit — Policy enforcement, zero-trust identity, execution sandboxing, and reliability engineering for autonomous AI agents. Covers 10/10 OWASP Agentic Top 10.","autogen, openai-swarm, openlit","4266","593","Python","agent-framework,ai-agents,ai-safety,compliance,governance,microsoft,owasp,policy-engine,python,security,trust,zero-trust","45","35876","2026-03-02T22:11:47Z","2026-06-13T16:01:58Z","2026-06-13T11:13:27Z","MIT","102","110","2016","592.94"
"coinbase/agentkit","https://github.com/coinbase/agentkit","https://github.com/coinbase/agentkit.git","main","Every AI Agent deserves a wallet.","autogen","1249","741","TypeScript","","206","18983","2024-10-31T20:40:22Z","2026-06-12T03:02:33Z","2026-06-10T17:56:52Z","NOASSERTION","586","89","517","26.47"
